4.065564735466030144e-01,2.372499552274813170e-02
4.304895120318982804e-01,1.111494467674241926e-01
5.037271468819967124e-01,8.742398405319704024e-02
5.037271468819967124e-01,1.170696971820564675e-01
5.037271468819967124e-01,2.074326270955484108e-01
5.425693698564771905e-01,6.815007747591989018e-02
5.395613923419319002e-01,1.289105873375538114e-01
5.634944308272271662e-01,1.303800602677008258e-01
5.634944308272271662e-01,1.289105873375538114e-01
5.620121604609393806e-01,1.407519446845284239e-01
5.470595391897840054e-01,1.896282713136644704e-01
5.560398778563975242e-01,1.999996885390139256e-01
5.829372214316894674e-01,5.181472743270482822e-02
5.829372214316894674e-01,6.218668971477951668e-02
5.679846001605339811e-01,1.910972770523333419e-01
5.679846001605339811e-01,2.014691614691609400e-01
5.665024083417724565e-01,2.118405786945112834e-01
5.634944308272271662e-01,2.311148745980203534e-01
5.709489837980568083e-01,2.622295934655486382e-01
5.350713015561513464e-01,6.637422816074501908e-01
5.828937846497191932e-01,4.888933012528517974e-01
5.918740447688065620e-01,4.488761708986429011e-01
6.262696137394766494e-01,4.488761708986429011e-01
6.591393970143628600e-01,3.540620741744338051e-01
7.024717107746241140e-01,3.377699393429730579e-01
7.069618015604047789e-01,3.288675278562915860e-01
7.099697790749499582e-01,3.199651163696109468e-01
7.278869410786806826e-01,2.829296798959713977e-01
7.264048278074454190e-01,2.829296798959713977e-01
7.308949185932259729e-01,2.962833360586171749e-01
7.398753358073657527e-01,2.770095073465861923e-01
8.744058832034259376e-01,1.771784749312821719e-02
7.398753358073657527e-01,3.214778045115123106e-01
7.488555959264531214e-01,3.037162746151507164e-01
9.416713139965084967e-01,1.347880118666636984e-01
9.222285233920461955e-01,1.407087294727741023e-01
7.458476184119076091e-01,4.162919791009676018e-01
6.606652612576729977e-01,6.029817717458162418e-01
9.835215144855343761e-01,2.147795245548052845e-01
8.684336005988840812e-01,4.651683057301037039e-01
7.189501962890897380e-01,6.014690836039149335e-01
9.581062056339516575e-01,5.318494553326008623e-01
8.310736479906910557e-01,6.622295156003017436e-01
8.220933878716036869e-01,6.666807602762659934e-01
7.010331128328850525e-01,7.170697750473025156e-01
9.192640612069971073e-01,7.496539668449777594e-01
9.177819479357620658e-01,7.481844939148307727e-01
7.847769505929069744e-01,7.511667328521262066e-01
7.757966119262933447e-01,7.630076230076227040e-01
7.458912908364562222e-01,7.703972684871557286e-01
7.787609955638163939e-01,7.852199303884694892e-01
8.400539866573044634e-01,7.822382365078992539e-01
8.385718733860693108e-01,7.837077094380463516e-01
8.699593077471418079e-01,7.807259376922298655e-01
8.998648644795572693e-01,7.792564647620819906e-01
9.521773598113797421e-01,7.851771823681933382e-01
7.578795284700888812e-01,8.222125409765858040e-01
1.000000000000000000e+00,8.429559204840099129e-01
8.460699416863951550e-01,8.474066201032489642e-01
8.969003237469820311e-01,8.547968106395072985e-01
9.268058804793977146e-01,8.592479774502245204e-01
9.148610796277353296e-01,8.710888676057209068e-01
8.416233662301106921e-01,8.710888676057209068e-01
8.027811432556299920e-01,8.621864561190403231e-01
9.851343308403107679e-01,9.273981327913906059e-01
9.821264318732916276e-01,9.718665078215638076e-01
8.386589825925878650e-01,9.688847360757473215e-01
5.726056296724338912e-01,8.429559204840099129e-01
7.369980613763614796e-01,9.436902676228513531e-01
5.785779122769759697e-01,8.518145717022118646e-01
7.459784000429747763e-01,1.000000000000000000e+00
6.249182035517825140e-01,9.851768709072071806e-01
5.920484202768960813e-01,9.347878561361707694e-01
5.666331899728396237e-01,9.036731372686425123e-01
5.247829894838136333e-01,8.977524196625320529e-01
4.889053072419083934e-01,1.000000000000000000e+00
